Genre,Lyrics
Happy,Youre on the phone with your girlfriend Shes upset shes going off about something that you said Cause she doesnt get your humor like I do.  Im in the room its a typical Tuesday night. Im listening to the kind of music she doesnt like. And shell never know your story like I do.  But she wears short skirts I wear T-shirts Shes cheer captain And Im on the bleachers Dreaming about the day when you wake up and find That what youre looking for has been here the whole time.  If you could see That Im the one Who understands you. Been here all along. So why cant you see You belong with me You belong with me.  Walk in the streets with you in your worn-out jeans I cant help thinking this is how it ought to be. Laughing on a park bench thinking to myself Hey isnt this easy?  And youve got a smile That could light up this whole town. I havent seen it in a while Since she brought you down.  You say youre fine I know you better than that. Hey what you doing with a girl like that?  She wears high heels I wear sneakers. Shes cheer captain And Im on the bleachers. Dreaming about the day when you wake up and find That what youre looking for has been here the whole time.  If you could see That Im the one Who understands you Been here all along. So why cant you see You belong with me.  Standing by and waiting at your backdoor. All this time how could you not know baby? You belong with me You belong with me.  [Instrumental]  Oh I remember you driving to my house In the middle of the night. Im the one who makes you laugh When you know youre bout to cry. I know your favorite songs And you tell me about your dreams. Think I know where you belong Think I know its with me.  Cant you see That Im the one Who understands you? Been here all along. So why cant you see You belong with me.  Standing by and waiting at your backdoor. All this time how could you not know baby? You belong with me You belong with me.  You belong with me.  Have you ever thought just maybe You belong with me? You belong with me.
Happy,Woke up starin at this starin at this empty room Looked at thousand different pictures that your mother took of you You see I had this crazy dream last night - this man he talked to me He told me everything thats good and bad about my history  But he said that you are you are the future He said that you are you are the future And the future looks good The future looks good  Oh call me any time that every time youre losin it And tell me anyone and everyone who makes you feel like shit Because you know anybody everybody else can lie But honey I wont see you with a see you with a broken set of eyes  I swear that you are you are the future I swear that you are you are the future And the future looks good Oh yeah The future looks good Oh yeah  The future looks good Oh yeah The future looks good Oh yeah  You you you You you you  Woke up starin at this starin at this empty room Looked at thousand different pictures that your mother took of you
Happy,Maybe I dont really wanna know How your garden grows Cause I just wanna fly Lately did you ever feel the pain In the morning rain As it soaks you to the bone  Maybe I just wanna fly Want to live I dont wanna die Maybe I just wanna breathe Maybe I just dont believe Maybe youre the same as me We see things theyll never see You and I are gonna live forever  I said maybe I dont really wanna know How your garden grows Cause I just wanna fly Lately did you ever feel the pain In the morning rain As it soaks you to the bone  Maybe I will never be All the things that I wanna be Now is not the time to cry Nows the time to find out why I think youre the same as me We see things theyll never see You and I are gonna live forever  Maybe I dont really wanna know How your garden grows Cause I just wanna fly Lately did you ever feel the pain In the morning rain As it soaks you to the bone  Maybe I just wanna fly Want to live I dont wanna die Maybe I just wanna breathe Maybe I just dont believe Maybe youre the same as me We see things theyll never see You and I are gonna live forever  Gonna live forever [5x]
Happy,You hit me up at 3 A.M. on a Friday night Say you aint feelin right You need to see my face right now You aint over it just wanna talk a bit  If you wanna talk lets talk about the way you left me Left me with a text so cold (yeah) Even though Id die to see you I dont trust myself to meet you Cause we both know  That your kiss is a gateway drug Once you get one its never enough Your kiss is a gateway drug Once you get one its never enough Cause  Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Someone always seems to get hurt (yeah) Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Everythin mean nothin Your kiss is a gateway drug  You said that you loved me If you really loved me whyd you leave me like that Whyd you go around and talk shit like that Behind my back love dont do shit like that ooh  If you wanna talk lets talk about the way you left me Left me with a text so cold (mm) Even though Id die to see you I dont trust myself to meet you Cause we both know  That your kiss is a gateway drug Once you get one its never enough Your kiss is a gateway drug Once you get one its never enough Cause  Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Someone always seems to get hurt (yeah) Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Everythin mean nothin Your kiss is a gateway drug  (Your kiss is a gateway drug) (Your kiss is a gateway drug) (Youre never enough) Cause  Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Someone always seems to get hurt (yeah) Kissin leads to Touchin leads to Lovin leads to Fuckin leads to Everythin mean nothin Your kiss is a gateway drug Your kiss is a gateway drug (Your kiss is a gateway drug)  (Your kiss is a gateway drug) (Your kiss is a gateway drug)
Happy,I want you to know Im leaving to let you go One day well walk upon Streets of gold  I dont remember seeing fear in your eyes When you were fading The day we said our goodbyes Its easy to say that theres a reason for this Much harder to know That what we say is true  Everything we hold could someday slip away  I want you to know Im leaving to let you go And someday well walk upon The streets of gold  Running through your veins was a slow-ticking clock Counting down the days And no one could make it stop All of the time that it takes to figure it out Could be the moments That you cant live without  Everything we hold could someday slip away  I want you to know Im leaving to let you go And someday well walk upon The streets of gold  The trouble with love is that it comes to an end Ive got a feeling Im gonna find you again Just in a place where love cant die
Happy,I gotta ask where you been hiding Youre like a 20 karat diamond The finer things in life were shining How bout that late night wine and dining?  You want that expensive clutch And Imma give that 5-star experience yeah Show you the kinda love That you can only get when you give enough  I spend it all on you baby baby just watch A BMW a Bugatti thick rock Get you a fancy yacht any chance I got When I become a zillionaire Ill spend it all on shoes for you take your own pick McQueen or Jimmy Choo and Ill get em real quick Get you a fancy yacht any chance I got When I become a zillionaire  That was perfect  Im gonna work it to impress you Get you that dress and then undress you Oh well do things only the best do Do what you want because Ill let you  You want that expensive clutch And Imma give that 5-star experience Yeah show you the kinda love That you can only get when you give enough  I spend it all on you baby baby just watch A BMW a Bugatti thick rock Get you a fancy yacht any chance I got When I become a zillionaire Ill spend it all on shoes for you take your own pick McQueen or Jimmy Choo and Ill get em real quick Get you a fancy yacht any chance I got When I become a zillionaire  Abracadabra I got the magic I hope you can handle Living this lavish Lets blow a zillion zillion baby If you got a passion for fashion Mansions and platinum I got the answers to questions So let me tell you whats happening baby  I spend it all on you baby baby just watch A BMW a Bugatti thick rock Get you a fancy yacht any chance I got When I become a zillionaire Ill spend it all on shoes for you take your own pick McQueen or Jimmy Choo and Ill get em real quick Get you a fancy yacht any chance I got When I become a zillionaire A little bit of you yeah A little bit of me yeah A little bit of you yeah When I become a zillionaire A little bit of you When I become a zillionaire
Happy,Today is gonna be the day That theyre gonna throw it back to you By now you shouldve somehow Realized what you gotta do I dont believe that anybody Feels the way I do about you now  Back beat the word is on the street That the fire in your heart is out Im sure youve heard it all before But you never really had a doubt I dont believe that anybody feels The way I do about you now  And all the roads we have to walk are winding And all the lights that lead us there are blinding There are many things that I would Like to say to you But I dont know how  Because maybe Youre gonna be the one that saves me And after all Youre my wonderwall  Today was gonna be the day But theyll never throw it back to you By now you shouldve somehow Realized what youre not to do I dont believe that anybody Feels the way I do About you now  And all the roads that lead you there were winding And all the lights that light the way are blinding There are many things that I would like to say to you But I dont know how  I said maybe Youre gonna be the one that saves me And after all Youre my wonderwall  I said maybe Youre gonna be the one that saves me And after all Youre my wonderwall  I said maybe Youre gonna be the one that saves me Youre gonna be the one that saves me Youre gonna be the one that saves me
Happy,Woke up in London yesterday Found myself in the city near Piccadilly Dont really know how I got here I got some pictures on my phone  New names and numbers that I dont know Address to places like Abbey Road Day turns to night night turns to whatever we want Were young enough to say  Oh this has gotta be the good life This has gotta be the good life This could really be a good life good life  Say oh got this feeling that you cant fight Like this city is on fire tonight This could really be a good life A good good life  To my friends in New York I say hello My friends in L.A. they dont know Where Ive been for the past few years or so Paris to China to Colorado  Sometimes theres airplanes I cant jump out Sometimes theres bullshit that dont work now We all got our stories but please tell me-e-e-e What there is to complain about  When youre happy like a fool Let it take you over When everything is out You gotta take it in  Oh this has gotta be the good life This has gotta be the good life This could really be a good life good life  Say oh got this feeling that you cant fight Like this city is on fire tonight This could really be a good life A good good life  Hopelessly I feel like there might be something that Ill miss Hopelessly I feel like the window closes oh so quick Hopelessly Im taking a mental picture of you now Cause hopelessly The hope is we have so much to feel good about  Oh this has gotta be the good life This has gotta be the good life This could really be a good life good life  Say oh got this feeling that you cant fight Like this city is on fire tonight This could really be a good life A good good life  Oh yeah Good good life Good life Ooh  Listen To my friends in New York I say hello My friends in L.A. they dont know Where Ive been for the past few years or so Paris to China to Colorado  Sometimes theres airplanes I cant jump out Sometimes theres bullshit that dont work now We all got our stories but please tell me-e-e-e What there is to complain about
Happy,When the valley couldnt hold me They throw me in the river Thinking I would drown But man ah good swimma Oh.. OHHH And when the river didnt drown me  They throw me in the fire But the fire jus cool I could never burn Oh.. OHHH  Cuz Im a believer  (Im a believer) Im a believer (Oh.. Oh) Im a believer  (Im a believer) Im a believer (Oh.. Oh)  Hold up pull up  Cuz Im a.. Im a  Freetown is my family (My family) Whole Carribean follow we (Carribean follow we) Evergreen like the forest be Terrible they cant manage me Afrika no apology  Cuz Im a.. Im a  When the valley couldnt hold me They throw me in the river Thinking I would drown But man ah good swimma Oh.. OHHH  They say the hotter the battle Yea we dance when we conquer Its been forever It wont be much longer Stand firm you will be Much stronger Ohh.. OHHH  Im a believer  (Im a believer) Im a believer (Oh.. Oh) Im a believer  (Im a believer) Im a believer (Oh.. Oh)  Freetown is my family Rough sea never bother me Whole Carribean follow we Root deeper than a forestry Evergreen like the forest be Terrible they cant manage me Afrika no apology  Hold up pull up  Cuz Im a.. Im a  Never fall down yet Dont digress Put us against any test Yea no stress Aaaaaright
Happy,Check yes Juliet Are you with me? Rain is falling down on the sidewalk I wont go until you come outside Check yes Juliet Kill the limbo Ill keep tossing rocks at your window Theres no turning back for us tonight  Lace up your shoes Ayo ayo Heres how we do  Run baby run Dont ever look back Theyll tear us apart if you give them the chance Dont sell your heart dont say were not meant to be Run baby run forever well be You and me  Check yes Juliet Ill be waiting Wishing wanting yours for the taking Just sneak out and dont tell a soul goodbye Check yes Juliet Heres the countdown: 3 2 1 now fall in my arms now They can change the locks dont let them change your mind  Lace up your shoes Ayo ayo Heres how we do  Run baby run Dont ever look back Theyll tear us apart if you give them the chance Dont sell your heart dont say were not meant to be Run baby run forever well be You and me  Were flying through the night Were flying through the night Way up high The view from here is getting better with you By my side  Run baby run Dont ever look back Theyll tear us apart if you give them the chance Dont sell your heart dont say were not meant to be Run baby run forever will be  Run baby run Dont ever look back Theyll tear us apart if you give them the chance Dont sell your heart dont say were not meant to be Run baby run forever will be You and me You and me You and me
Happy,Hey One day to get it all right Two wrong and not enough right Three words you said in the night Before we held the fire High five me brother its amazing Her six shooter came out blazing 7 up and coke on the pavement Ate my heart out daily baby  Hey I love Hey I need you Hey I want you do you want me too  You can count on me When you cannot see Let me spell it out Plain and simple now When your numbers called Backs against the wall Pick you up when you fall Be there when you call  Singing a b c You can count on me 123 You can count on me Amen we made it this far B boys in VW cars See me Seeing into my heart Delighted through the dark Emails and coffee in the evening Effort ya brother youll believe it Gee I dont know your secret H.I. love you singing  Hey I love you Hey I need you Hey I want you do you want me too  You can count on me When you cannot see Let me spell it out Plain and simple now When your numbers called Backs against the wall Pick you up when you fall Be there when you call  Singing A B C Add it up add it up now darling 1 2 3 Run Run when your calling Hey A B C Ad it up add it up now darling 1 2 3  You can count on me When you cannot see Let me spell it out Plain and simple now When your numbers called Backs against the wall Pick you up when you fall Be there when you call  Singing A B C You can count on me Hey 1 2 3 You can count on me A B C You can count on me Hey 1 2 3 You can count on me A B C Hey 1 2 3
Happy,I found a love for me Darling just dive right in and follow my lead Well I found a girl beautiful and sweet Oh I never knew you were the someone waiting for me  Cause we were just kids when we fell in love Not knowing what it was I will not give you up this time But darling just kiss me slow Your heart is all I own And in your eyes youre holding mine  Baby Im dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When you said you looked a mess I whispered underneath my breath But you heard it Darling you look perfect tonight  Well I found a woman stronger than anyone I know She shares my dreams I hope that someday Ill share her home I found a love to carry more than just my secrets To carry love to carry children of our own  We are still kids but were so in love Fighting against all odds I know well be alright this time Darling just hold my hand Be my girl Ill be your man I see my future in your eyes  Baby Im dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When I saw you in that dress Looking so beautiful I dont deserve this Darling you look perfect tonight  Baby Im dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song I have faith in what I see Now I know I have met an angel in person And she looks perfect I dont deserve this You look perfect tonight
Happy,I found life and I found laughter In forgiveness I found rest On the shoulders of redemption I found hope when hope was dead I could lose it in a moment So I dare not close my eyes Ill watch fear fall with the sunset And see hope rise with the tide And when the pain is true Sometimes these troubles prove that Im alive  My eyes are open My heart is beating My lungs are full And my bodys breathing Im moving forward I found my freedom I found the life that gave me reason to live  As this dusty road now settles And I see what lay before Every tear that held a broken dream Is now shattered on the floor And now bursting forth in splendor Are the blossoms of second tries Because dreams that bear the mark of love Are dreams that never die ooh  Sometimes Life can feel so unkind Sorrow wont define me So just reminds my soul My soul  My eyes are open My heart is beating My lungs are full And my bodys breathing Im moving forward I found my freedom I know this sorrow I know the heartache I know with fear comes a tragic heartbreak Im moving forward I found my freedom I found a life that gave me reason to love
Happy,Can you feel it? Now its coming back We can steal it. If we bridge this gap I can see you Through the curtains of the waterfall.  When I lost it Yeah you held my hand But I tossed it Didnt understand You were waiting As I dove into the waterfall.  So say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo!  Can you feel my love? Bombs away Bombs away Bombs away. Can you feel my love? Bombs away Bombs away Bombs away Say Geronimo!  Well we rushed it Moving way too fast. That we crushed it But its in the past. We can make this leap Through the curtains of the waterfall.  So Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo!  Can you feel my love? Bombs away Bombs away Bombs away. Can you feel my love? Bombs away Bombs away Bombs away.  Well Im just a boy With a broken toy All lost and coy At the curtains of the waterfall. So its here I stand As a broken man But Ive found my friend At the curtains of the waterfall.  Now Im falling down Through the crashing sound. And youve come around At the curtains of the waterfall.  And you rushed to me And it sets us free. So I fall to my knees At the curtains of the waterfall.  So Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo! Say Geronimo!  Can you feel (Say Geronimo! []) my love? Bombs away! [] (Say Geronimo! []) Can you feel (make this leap []) my love? Make this leap. Can you feel my love?
Happy,Like the legend of the Phoenix All ends with beginnings What keeps the planets spinning (uh) The force from the beginning  (Look)  Weve come too far to give up who we are So lets raise the bar and our cups to the stars  Shes up all night to the sun Im up all night to get some Shes up all night for good fun Im up all night to get lucky  Were up all night to the sun Were up all night to get some Were up all night for good fun Were up all night to get lucky  Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky  The present has no ribbon Your gift keeps on giving What is this Im feeling? If you wanna leave Im with it (ah)  Weve come too far to give up who we are So lets raise the bar and our cups to the stars  Shes up all night to the sun Im up all night to get some Shes up all night for good fun Im up all night to get lucky  Were up all night to the sun Were up all night to get some Were up all night for good fun Were up all night to get lucky  Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky  (Were up all night to get Were up all night to get Were up all night to get Were up all night to get)  (Were up all night to get (together) Were up all night to get (lets get funked again) Were up all night to get lucky Were up all night to get lucky)  (Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky)  (Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky)  Weve (were up all night to get lucky) Come too far (were up all night to get lucky) To give up (were up all night to get lucky) Who we are (were up all night to get lucky) So lets (were up all night to get lucky) Raise the bar (were up all night to get lucky) And our cups (were up all night to get lucky) To the stars (were up all night to get lucky)  Shes up all night to the sun Im up all night to get some Shes up all night for good fun Im up all night to get lucky  Were up all night to the sun Were up all night to get some Were up all night for good fun Were up all night to get lucky  Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky  Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky Were up all night to get lucky
Happy, One two three uh!  [Verse One - Andre 3000] My baby dont mess around Because she loves me so And this I know for sure. Uh but does she really wanna But cant stand to see me Walk out the door. Dont try to fight the feelin Cause the thought alone is killing me right now.. Uh thank god for mom and dad For sticking two together Cause we dont know how... UH!  [Chorus:] Hey... ya. Hey ya. Hey... ya. Hey ya. Hey... ya. Hey ya. Hey... ya. Hey ya.  [Verse Two - Andre 3000] You think youve got it Oh you think youve got it But got it just dont get it Til theres nothing at all We get together Oh we get together But separates always better when theres feelings involved If what they say is Nothing is forever Then what makes then what makes then what makes Then what makes what makes what makes love the exception So why you why you Why you why you why you are we so in denial When we know were not happy here... Yall dont wanna hear me you just wanna dance   Hey... ya. (oh oh) Hey ya. (oh oh) Hey... ya. (Dont want to meet your daddy oh oh) Hey ya. (Just want you in my Caddy oh oh) Hey... ya. (oh oh dont want to meet yo mama oh oh) Hey ya. (Just want to make you cumma oh oh) Hey... ya. (Im oh oh Im oh oh) Hey ya. (Im just being honest oh oh Im just being honest)  [Bridge - Andre 3000] Hey alright now Alright now fellas yeah! Now whats cooler than bein cool? (Ice cold!) I cant hear ya I say whats whats cooler than bein cool? (Ice cold!) Woo... Alright alright alright alright Alright alright alright alright Alright alright alright alright Alright alright OK now ladies (yeah!) Now we gon break this thing down in just a few seconds Now dont have me to break this thing down for nothing Now I wanna see yall on your baddest behavior Lend me some sugar I am your neighbor Uh! Here we go... Shake it shake shake it shake it (oh oh) Shake it shake it shake shake it shake it shake it (oh oh) Shake it shake it like a Polaroid picture shake it shake it Shh you got to shake it shh shake it shake it got to shake it (Shake it sugar) shake it like a Polaroid picture  [Verse Three - Andre 3000 (Repeating Shake it in background)] Now all Beyoncés and Lucy Lius And baby dolls get on the floor (Get on the floor) You know what to do. You know what to do. You know what to do!   Hey... ya. (oh oh) Hey ya. (oh oh) Hey... ya. (oh oh) Hey ya. (uh oh hey ya) Hey... ya. (oh oh) Hey ya. (uh uh oh oh) Hey... ya. (oh oh) Hey ya. (oh oh)  [Chorus continues until fade]
Happy,The club isnt the best place to find a lover So the bar is where I go (mmmm) Me and my friends at the table doing shots Drinking fast and then we talk slow (mmmm) And you come over and start up a conversation with just me And trust me Ill give it a chance now (mmmm) Take my hand stop put Van The Man on the jukebox And then we start to dance And now Im singing like  Girl you know I want your love Your love was handmade for somebody like me Come on now follow my lead I may be crazy dont mind me Say boy lets not talk too much Grab on my waist and put that body on me Come on now follow my lead Come come on now follow my lead (mmmm)  Im in love with the shape of you We push and pull like a magnet do Although my heart is falling too Im in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new Im in love with your body  Oh I oh I oh I oh I Im in love with your body Oh I oh I oh I oh I Im in love with your body Oh I oh I oh I oh I Im in love with your body Every day discovering something brand new Im in love with the shape of you  One week in we let the story begin Were going out on our first date (mmmm) You and me are thrifty so go all you can eat Fill up your bag and I fill up a plate (mmmm) We talk for hours and hours about the sweet and the sour And how your family is doing okay (mmmm) And leave and get in a taxi then kiss in the backseat Tell the driver make the radio play And Im singing like  Girl you know I want your love Your love was handmade for somebody like me Come on now follow my lead I may be crazy dont mind me Say boy lets not talk too much Grab on my waist and put that body on me Come on now follow my lead Come come on now follow my lead (mmmm)  Im in love with the shape of you We push and pull like a magnet do Although my heart is falling too Im in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new Im in love with your body  Oh I oh I oh I oh I Im in love with your body Oh I oh I oh I oh I Im in love with your body Oh I oh I oh I oh I Im in love with your body Every day discovering something brand new Im in love with the shape of you  Come on be my baby come on Come on be my baby come on Come on be my baby come on Come on be my baby come on Come on be my baby come on Come on be my baby come on Come on be my baby come on Come on be my baby come on  Im in love with the shape of you We push and pull like a magnet do Although my heart is falling too Im in love with your body Last night you were in my room And now my bedsheets smell like you Every day discovering something brand new Im in love with your body  Come on be my baby come on Come on be my baby come on Im in love with your body Come on be my baby come on Come on be my baby come on Im in love with your body Come on be my baby come on Come on be my baby come on Im in love with your body Every day discovering something brand new Im in love with the shape of you
